ccdm,eric-ingressgw-udr-traffic
ccdm,eric-udr-kvdb-ag-locator
ccdm,eric-udr-kvdb-ag-server
ccdm,eric-udr-nudrfe
ccrc,eric-ingressgw-nrf-traffic
ccrc,eric-ingressgw-nssf-traffic
ccrc,eric-nrf-discovery
ccrc,eric-nrf-kvdb-ag-locator
ccrc,eric-nrf-kvdb-ag-server
ccrc,eric-nrf-management
ccrc,eric-nssf-kvdb-ag-locator
ccrc,eric-nssf-kvdb-ag-server
ccrc,eric-nssf-nssai-availability
ccrc,eric-nssf-slice-selection-control
ccsm,eric-ausf-engine
ccsm,eric-hss-redisdb
ccsm,eric-hssepc-capacity
ccsm,eric-hssepc-subscriptionupdate
ccsm,eric-hssepc-s6aauthentication
ccsm,eric-hssepc-s6adiameter
ccsm,eric-hssepc-s6anotify
ccsm,eric-hssepc-s6aupdatelocation
ccsm,eric-ingressgw-ausf-traffic
ccsm,eric-ingressgw-udm-traffic
ccsm,eric-stm-diameter
ccsm,eric-udm-sdmamdata
ccsm,eric-udm-sdmnssai
ccsm,eric-udm-sdmsmdata
ccsm,eric-udm-sdmsmfselect
ccsm,eric-udm-sdmsubscriptions
ccsm,eric-udm-ueauth
ccsm,eric-udm-uecmamfget
ccsm,eric-udm-uecmreg
ccsm,eric-udm-uecmsmfderegistration
ccsm,eric-udm-uecmsmfregistration
pcc1,eric-data-object-storage-mn
pcc1,eric-pc-kvdb-rd-server
pcc1,eric-pc-mm-controller
pcc1,eric-pc-mm-forwarder
pcc1,eric-pc-mm-mobility
pcc1,eric-pc-mm-sctp
pcc1,eric-pc-sm-controller
pcc1,eric-pc-sm-diameter
pcc1,eric-pc-sm-http-client
pcc1,eric-pc-sm-ip-allocator
pcc1,eric-pc-sm-nsmf-forwarder
pcc1,eric-pc-sm-sgw-session
pcc1,eric-pc-sm-smf-pgw-session
pcc1,eric-pc-sm-udp-forwarder
pcc1,eric-pc-vpn-gateway-forwarder
pcc2,eric-data-object-storage-mn
pcc2,eric-pc-kvdb-rd-server
pcc2,eric-pc-sm-controller
pcc2,eric-pc-sm-diameter
pcc2,eric-pc-sm-http-client
pcc2,eric-pc-sm-ip-allocator
pcc2,eric-pc-sm-nsmf-forwarder
pcc2,eric-pc-sm-sgw-session
pcc2,eric-pc-sm-smf-pgw-session
pcc2,eric-pc-sm-udp-forwarder
pcc2,eric-pc-vpn-gateway-forwarder
pcg,eric-data-object-storage-mn
pcg,eric-pc-routing-engine
pcg,eric-pc-up-data-plane
pcg,eric-pc-up-pfcp-endpoint
