ccdm,eric-ingressgw-udr-traffic
ccdm,eric-udr-kvdb-ag-locator
ccdm,eric-udr-kvdb-ag-server
ccdm,eric-udr-nudrfe
ccpc,eric-ccpc-data-access
ccpc,eric-ingressgw-pcf-traffic
ccpc,eric-pcf-dms-locator
ccpc,eric-pcf-dms-server
ccpc,eric-pcf-egress-proxy
ccpc,eric-pcf-license-handler
ccpc,eric-pcf-session-management-policy-control
ccpc,eric-pcrf-ipcan-session-management
ccpc,eric-stm-diameter
ccrc,eric-ingressgw-nrf-traffic
ccrc,eric-ingressgw-nssf-traffic
ccrc,eric-nrf-discovery
ccrc,eric-nrf-kvdb-ag-locator
ccrc,eric-nrf-kvdb-ag-server
ccrc,eric-nrf-management
ccrc,eric-nssf-kvdb-ag-locator
ccrc,eric-nssf-kvdb-ag-server
ccrc,eric-nssf-nssai-availability
ccrc,eric-nssf-slice-selection-control
ccsm,eric-ausf-engine
ccsm,eric-hss-redisdb
ccsm,eric-hssepc-capacity
ccsm,eric-hssepc-subscriptionupdate
ccsm,eric-hssepc-s6aauthentication
ccsm,eric-hssepc-s6adiameter
ccsm,eric-hssepc-s6anotify
ccsm,eric-hssepc-s6aupdatelocation
ccsm,eric-ingressgw-ausf-traffic
ccsm,eric-ingressgw-udm-traffic
ccsm,eric-stm-diameter
ccsm,eric-udm-sdmamdata
ccsm,eric-udm-sdmnssai
ccsm,eric-udm-sdmsmdata
ccsm,eric-udm-sdmsmfselect
ccsm,eric-udm-sdmsubscriptions
ccsm,eric-udm-ueauth
ccsm,eric-udm-uecmamfget
ccsm,eric-udm-uecmreg
ccsm,eric-udm-uecmsmfderegistration
ccsm,eric-udm-uecmsmfregistration
pcc,eric-data-object-storage-mn
pcc,eric-pc-kvdb-rd-server
pcc,eric-pc-mm-controller
pcc,eric-pc-mm-forwarder
pcc,eric-pc-mm-mobility
pcc,eric-pc-mm-sctp
pcc,eric-pc-sm-controller
pcc,eric-pc-sm-diameter
pcc,eric-pc-sm-http-client
pcc,eric-pc-sm-ip-allocator
pcc,eric-pc-sm-nsmf-forwarder
pcc,eric-pc-sm-sgw-session
pcc,eric-pc-sm-smf-pgw-session
pcc,eric-pc-sm-udp-forwarder
pcc,eric-pc-vpn-gateway-forwarder
pcg,eric-data-object-storage-mn
pcg,eric-pc-routing-engine
pcg,eric-pc-up-data-plane
pcg,eric-pc-up-pfcp-endpoint
